Note: Egg packaging has been superseded by Wheel packaging.,"The .egg file is a distribution format for Python packages. It’s just an alternative to a source code distribution or Windows exe. But note that for pure Python, the .egg file is completely cross-platform."
"is will return True if two variables point to the same object (in memory), == if the objects referred to by the variables are equal.",There is a simple rule of thumb to tell you when to use == or is.
It's time to deprecate your usage of values and as_matrix().,"To convert a pandas dataframe (df) to a numpy ndarray, use this code:"
"Starting with Python 3, raw_input() was renamed to input().",This works in Python 3.x and 2.x:
"Note: Since a while back, there are binary wheels for Windows in PyPI, so this should no longer be an issue for Windows users. Below are solutions for Linux, Mac users, since lots of them find this post through web searches.","On CentOS, you need the postgres dev packages:"
Register your handler with signal.signal like this:,"You can treat it like an exception (KeyboardInterrupt), like any other. Make a new file and run it from your shell with the following contents to see what I mean:"
Use index=False.,There are two ways to handle the situation where we do not want the index to be stored in csv file.
edit: Manual installation and use of setuptools is not the standard process anymore.,I was able to install pip for python 3 on Ubuntu just by running sudo apt-get install python3-pip. 
"There are a bunch of ways to do it, but the most straightforward is to simply 
use the Python debugger. Just add following line in to a Django view function:","I really like Werkzeug's interactive debugger. It's similar to Django's debug page, except that you get an interactive shell on every level of the traceback. If you use the django-extensions, you get a runserver_plus managment command which starts the development server and gives you Werkzeug's debugger on exceptions."
Use os.path.getsize(path) which will,"Return the size, in bytes, of path. Raise os.error if the file does not exist or is inaccessible."
"re.match is anchored at the beginning of the string. That has nothing to do with newlines, so it is not the same as using ^ in the pattern.",search ⇒ find something anywhere in the string and return a match object.
Here's the way I do it with argparse (with multiple args):,"My understanding of the original question is two-fold. First, in terms of the simplest possible argparse example, I'm surprised that I haven't seen it here. Of course, to be dead-simple, it's also all overhead with little power, but it might get you started."
"As of March 2020, most of the other answers to this question are several years out-of-date. When you come across advice on Python packaging issues, remember to look at the date of publication, and don't trust out-of-date information.","I’m a distutils maintainer and distutils2/packaging contributor.  I did a talk about Python packaging at ConFoo 2011 and these days I’m writing an extended version of it.  It’s not published yet, so here are excerpts that should help define things."
"With Python older than 2.7/3.1, that's pretty much how you do it.",The recommended way for Python 2.7 and 3.1 and later is to use importlib module:
Normally your requirements.txt file would look something like this:,"“Editable” packages syntax can be used in requirements.txt to import packages from a variety of VCS (git, hg, bzr, svn):"
As of Flask 1.1.0 a view can directly return a Python dict and Flask will call jsonify automatically.,"jsonify serializes the data you pass it to JSON. If you want to serialize the data yourself, do what jsonify does by building a response with status=200 and mimetype='application/json'."
IMPORTANT NOTE: You have to sort your data first.,itertools.groupby is a tool for grouping items.
logger.exception will output a stack trace alongside the error message.,"Using exc_info options may be better, to allow you to choose the error level (if you use exception, it will always be at the error level): "
"This should be enough to store each word in a list.  words is already a list of the words from the sentence, so there is no need for the loop.",Splits the string in text on any consecutive runs of whitespace.
"There is an ordered set (possible new link) recipe for this which is referred to from the Python 2 Documentation. This runs on Py2.6 or later and 3.0 or later without any modifications. The interface is almost exactly the same as a normal set, except that initialisation should be done with a list.","The answer is no, but you can use collections.OrderedDict from the Python standard library with just keys (and values as None) for the same purpose."
"In Python 3.10, they introduced the pattern matching.",The direct replacement is if/elif/else. 
From Magnus Lycka answer on a mailing list:,"I would rather put my answer in How to flush output of print function? or in Python's print function that flushes the buffer when it's called?, but since they were marked as duplicates of this one (what I do not agree), I'll answer it here."
"jwilner's response is spot on. I was exploring to see if there's a faster option, since in my experience, summing flat arrays is (strangely) faster than counting. This code seems faster:",You have a couple of options. 
Do this:,New and neat in Python 3.5:
A key can be a function that returns a tuple:,"I'm not sure if this is the most pythonic method ...
I had a list of tuples that needed sorting 1st by descending integer values and 2nd alphabetically. This required reversing the integer sort but not the alphabetical sort. Here was my solution: (on the fly in an exam btw, I was not even aware you could 'nest' sorted functions)"
"Straight from Wes McKinney's Python for Data Analysis book, pg. 132 (I highly recommended this book):",First major difference: DEFINITION
This is the behaviour to adopt when the referenced object is deleted. It is not specific to Django; this is an SQL standard. Although Django has its own implementation on top of SQL. (1),The on_delete method is used to tell Django what to do with model instances that depend on the model instance you delete. (e.g. a ForeignKey relationship). The on_delete=models.CASCADE tells Django to cascade the deleting effect i.e. continue deleting the dependent models as well. 
Let me give some information on them:,"The functions* quit(), exit(), and sys.exit() function in the same way: they raise the SystemExit exception.  So there is no real difference, except that sys.exit() is always available but exit() and quit() are only available if the site module is imported."
What you'll see sometimes is the following:,"An interface, for an object, is a set of methods and attributes on that object."
"Without the main sentinel, the code would be executed even if the script were imported as a module.","Everyone else has already answered it, but I think I still have something else to add."
"While this is possible, you should not use the Flask dev server in production. The Flask dev server is not designed to be particularly secure, stable, or efficient. See the docs on deploying for correct solutions.","If you use the flask executable to start your server, use flask run --host=0.0.0.0 to change the default from 127.0.0.1 and open it up to non-local connections."
You can read the innerHTML attribute to get the source of the content of the element or outerHTML for the source with the current element.,"There is not really a straightforward way of getting the HTML source code of a webelement. You will have to use JavaScript. I am not too sure about python bindings, but you can easily do like this in Java. I am sure there must be something similar to JavascriptExecutor class in Python."
"In Python 2, open outfile with mode 'wb' instead of 'w'.  The csv.writer writes \r\n into the file directly.  If you don't open the file in binary mode, it will write \r\r\n because on Windows text mode will translate each \n into \r\n.","Opening the file in binary mode ""wb"" will not work in Python 3+.  Or rather, you'd have to convert your data to binary before writing it.  That's just a hassle."
Take a look at this:,In summary - let me emphasize: Do not use is to compare integers.
"For a regular dict, you can use:","Using a check for newkey!=oldkey, this way you can do:"
"read_csv takes an encoding option to deal with files in different formats. I mostly use read_csv('file', encoding = ""ISO-8859-1""), or alternatively encoding = ""utf-8"" for reading, and generally utf-8 for to_csv.",Simplest of all Solutions:
"For all built-in Python objects (like
  strings, lists, dicts, functions,
  etc.), if x is y, then x==y is also
  True.",I would like to show a little example on how is and == are involved in immutable types. Try that:
All logging output is handled by the handlers; just add a logging.StreamHandler() to the root logger.,The simplest way to log to stdout:
Have a look at the Requests exception docs.  In short:,"One additional suggestion to be explicit. It seems best to go from specific to general down the stack of errors to get the desired error to be caught, so the specific ones don't get masked by the general one."
"Similarly, ",And if you want to access more than one column at a time you could do:
Latest Python Standard Library Documentation,A beautiful gem in this closed question:
when i write import StringIO it says there is no such module.,In my case I have used:
"mySQLdb is a python interface for mysql, but it is not mysql itself. And apparently mySQLdb needs the command 'mysql_config', so you need to install that first.",I was installing python-mysql on Ubuntu 12.04 using
"Do-something if <condition>, else do-something else.",The reason you're getting this error has to do with how the list comprehension is performed.
"The correct, fully Pythonic way to read a file is the following:",Two memory efficient ways in ranked order (first is best) -
Its all metadata for the Foobar module.,"I strongly favour minimal file headers, by which I mean just:"
"The syntax for decorators with arguments is a bit different - the decorator with arguments should return a function that will take a function and return another function. So it should really return a normal decorator. A bit confusing, right? What I mean is:","Edit : for an in-depth understanding of the mental model of decorators, take a look at this awesome Pycon Talk. well worth the 30 minutes."
Now variable refers to an empty list*.,This is surprisingly complex topic in Python. 
"Here's an example using apply on the dataframe, which I am calling with axis = 1. ","There is a clean, one-line way of doing this in Pandas:"
selenium.common.exceptions.WebDriverException: Message: 'geckodriver' executable needs to be in PATH.,This solved it for me.
Everyone seems to want to tell you what you should be doing rather than just answering the question.,Here is the solution which works for me:
"ctypes module is part of the standard library, and therefore is more stable and widely available than swig, which always tended to give me problems.",You should have a look at Boost.Python. Here is the short introduction taken from their website:
"It seems like you are asking about the difference between the data model and the domain model – the latter is where you can find the business logic and entities as perceived by your end user, the former is where you actually store your data.","I usually implement a service layer in between views and models. This acts like your project's API and gives you a good helicopter view of what is going on. I inherited this practice from a colleague of mine that uses this layering technique a lot with Java projects (JSF), e.g:"
"If you have a DataFrame with only one row, then access the first (only) row as a Series using iloc, and then the value using the column name:",These are fast access for scalars
With the introduction of Data Classes in Python 3.7 we get very close. ,"Use a named tuple, which was added to the collections module in the standard library in Python 2.6. It's also possible to use Raymond Hettinger's named tuple recipe if you need to support Python 2.4."
I believe DataFrame.fillna() will do this for you.,It is not guaranteed that the slicing returns a view or a copy. You can do
"Yes, given an array, array, and a value, item to search for, you can use np.where as:","If you need the index of the first occurrence of only one value, you can use nonzero (or where, which amounts to the same thing in this case):"
You can use this syntax:,"In addition to what other have said, you may also be interested to know that what in does is to call the list.__contains__ method, that you can define on any class you write and can get extremely handy to use python at his full extent.  "
Two options that don't require copying the whole set:,Least code would be:
"Use random.uniform(a, b):","if you want generate a random float with N digits to the right of point, you can make this : "
"For many objects, you can use this code, replacing 'object' with the object you're interested in:",You can use the built in dir() function to get a list of all the attributes a module has.  Try this at the command line to see how it works.
You need list,You take the string and pass it to list()
"Get current axis via plt.gca(), and then set its limits:",Another workaround is to get the plot's axes and reassign changing only the y-values:
"CPython is the original Python implementation. It is the implementation you download from Python.org. People call it CPython to distinguish it from other, later, Python implementations, and to distinguish the implementation of the language engine from the Python programming language itself.","You need to distinguish between a language and an implementation. Python is a language, "
"I've had a lot of experience running a compiled regex 1000s of times versus compiling on-the-fly, and have not noticed any perceivable difference.  Obviously, this is anecdotal, and certainly not a great argument against compiling, but I've found the difference to be negligible.","For me, the biggest benefit to re.compile is being able to separate definition of the regex from its use."
"fcntl, select, asyncproc won't help in this case.","I have often had a similar problem; Python programs I write frequently need to have the ability to execute some primary functionality while simultaneously accepting user input from the command line (stdin). Simply putting the user input handling functionality in another thread doesn't solve the problem because readline() blocks and has no timeout. If the primary functionality is complete and there is no longer any need to wait for further user input I typically want my program to exit, but it can't because readline() is still blocking in the other thread waiting for a line. A solution I have found to this problem is to make stdin a non-blocking file using the fcntl module:"
A more pythonic way would be:,"I prefer to suppress an exception rather than checking for the file's existence, to avoid a TOCTTOU bug.  Matt's answer is a good example of this, but we can simplify it slightly under Python 3, using contextlib.suppress():"
One solution that I have employed is to do this:,"Celery is a distributed task queue, built on AMQP (RabbitMQ). It also handles periodic tasks in a cron-like fashion (see periodic tasks). Depending on your app, it might be worth a gander."
zip is its own inverse! Provided you use the special * operator.,You could also do
The related_name attribute specifies the name of the reverse relation from the User model back to your model.,To add to existing  answer - related name is a must in case there 2 FKs in the model that point to the same table. For example in case of Bill of material
"Just as an FYI, you can also specify those things as column attributes. For instance, I might have done:",Usage from @jpmc26
Take a look at the Packages documentation (Section 6.4).,"In lib\BoxTime.py, write a function foo() like this:"
"Based on your comments to orip's post, I guess this is what happened:",Does
"Just install any package with the ""config --global http.sslVerify false"" statement",You can specify a cert with this param:
You can refine your search to only find those divs with a given class using BS3:,From the documentation:
"A Session object is basically an ongoing transaction of changes to a database (update, insert, delete). These operations aren't persisted to the database until they are committed (if your program aborts for some reason in mid-session transaction, any uncommitted changes within are lost).",This does not strictly answer the original question but some people have mentioned that with session.autoflush = True you don't have to use session.flush()... And this is not always true.
"Let's get one thing out of the way first. The explanation that yield from g is equivalent to for v in g: yield v does not even begin to do justice to what yield from is all about. Because, let's face it, if all yield from does is expand the for loop, then it does not warrant adding yield from to the language and preclude a whole bunch of new features from being implemented in Python 2.x.","What are the situations where ""yield from"" is useful?"
"For a pure python module you can find the source by looking at themodule.__file__.
The datetime module, however, is written in C, and therefore datetime.__file__ points to a .so file (there is no datetime.__file__ on Windows), and therefore, you can't see the source.",Running python -v from the command line should tell you what is being imported and from where.  This works for me on Windows and Mac OS X.
Asserts should be used to test conditions that should never happen.  The purpose is to crash early in the case of a corrupt program state.,"""assert"" statements are removed when the compilation is optimized.  So, yes, there are both performance and functional differences."
"As Johannes pointed out, ","If you need access to the index as you iterate through the string, use enumerate():"
"No, there's no literal syntax for the empty set. You have to write set().","By all means, please use set() to create an empty set. "
"If you're brand new to using unittests, the simplest approach to learn is often the best. On that basis along I recommend using py.test rather than the default unittest module.",The free Python book Dive Into Python has a chapter on unit testing that you might find useful.
Non-numpy way:,"What about using numpy.count_nonzero, something like "
I think this would be best explained by the following picture:,"These are subplot grid parameters encoded as a single integer. For example, ""111"" means ""1x1 grid, first subplot"" and ""234"" means ""2x3 grid, 4th subplot""."
"As you are in python3 , use dict.items() instead of dict.iteritems()","In Python2, we had .items() and .iteritems() in dictionaries. dict.items() returned list of tuples in dictionary [(k1,v1),(k2,v2),...]. It copied all tuples in dictionary and created new list. If dictionary is very big, there is very big memory impact. "
I'd recommend using Python's with statement for managing resources that need to be cleaned up.  The problem with using an explicit close() statement is that you have to worry about people forgetting to call it at all or forgetting to place it in a finally block to prevent a resource leak when an exception occurs.,The standard way is to use atexit.register:
Try,This prints something like
"For a file module.py, the unit test should normally be called test_module.py, following Pythonic naming conventions.","If there has only 1 test files, putting it in a top-level directory is recommended:"
"pip show <package name> will provide the location for Windows and macOS, and I'm guessing any system. :)",pip when used with virtualenv will generally install packages in the path <virtualenv_name>/lib/<python_ver>/site-packages.
